timestamp,run_id,agent_id,ladder,run,status,error,traceback,logs,project_directory,commit_url,branch_name,project_type,duration,override_model,strong_completion_model,base_chat_completion_model,fast_chat_completion_model,strong_coding_completion_model
2024-12-12 12:34:37,8e6baea8-60d8-47b5-8452-b8a2463197e6,FullOneShotGameGeneration,coffee_tycoon,2,success,,,"['new_prompt_logs/999958_399814_FullOneShotGameGeneration', 'new_prompt_logs/999946_135619_UnknownAgent', 'new_prompt_logs/999945_234343_OneShotCoreAgent', 'new_prompt_logs/999928_303595_UnknownAgent', 'new_prompt_logs/999912_804031_OneShotCoreAgent', 'new_prompt_logs/999908_384375_FullOneShotGameGeneration']",ladder/coffee_tycoon_2,https://github.com/volter-ai/volter-monorepo/blob/64158e701716b2c7372ff29357b784e70644def5/packages/lib-volter-ige2/ige2_agents/public/full_one_shot_gen.py,andrew/structure_bench,ige2_game,1109.485012,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-12-12 12:34:50,2026b0e2-6615-4352-b0c3-a9ce185f271b,FullOneShotGameGeneration,gold_miner,4,success,,,"['new_prompt_logs/999959_843380_FullOneShotGameGeneration', 'new_prompt_logs/999940_489841_UnknownAgent', 'new_prompt_logs/999939_566101_OneShotCoreAgent', 'new_prompt_logs/999926_803644_UnknownAgent', 'new_prompt_logs/999919_798351_OneShotCoreAgent', 'new_prompt_logs/999904_997244_FullOneShotGameGeneration', 'new_prompt_logs/999902_751733_UnknownAgent', 'new_prompt_logs/999901_578134_OneShotCoreAgent', 'new_prompt_logs/999900_206601_UnknownAgent', 'new_prompt_logs/999894_417243_OneShotCoreAgent', 'new_prompt_logs/999891_200979_FullOneShotGameGeneration']",ladder/gold_miner_4,https://github.com/volter-ai/volter-monorepo/blob/64158e701716b2c7372ff29357b784e70644def5/packages/lib-volter-ige2/ige2_agents/public/full_one_shot_gen.py,andrew/structure_bench,ige2_game,817.863255,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-12-12 12:35:31,4b96f0cb-5a4d-44a5-8ac5-48a604d24a81,FullOneShotGameGeneration,infinite_runner,5,failure,"After 5 attempts to debug, could not create a bug-free game. Still have error Message: Console errors detected in app
Errors:
Type: Console Error
Error loading assets: JSHandle@error
(Occurred 3 times)
---
","Traceback (most recent call last):
  File ""/Users/themachine/Desktop/volter-monorepo/packages/lib-volter-ige2/ige2_agents/core_agent.py"", line 43, in execute
    check_app_in_browser(self.sdk.project_directory, verbose=True)
  File ""/Users/themachine/Desktop/volter-monorepo/packages/lib-std-agents/agent_lib/puppeteer_utils.py"", line 257, in check_app_in_browser
    raise PuppeteerException(""Console errors detected in app"", errors)
agent_lib.puppeteer_utils.PuppeteerException: Message: Console errors detected in app
Errors:
Type: Console Error
Error loading assets: JSHandle@error
(Occurred 3 times)
---


During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""/Users/themachine/Desktop/volter-monorepo/packages/volter-bench/utils.py"", line 93, in execute_agent
    asyncio.run(agent.execute())
  File ""/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/asyncio/runners.py"", line 190, in run
    return runner.run(main)
           ^^^^^^^^^^^^^^^^
  File ""/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/asyncio/runners.py"", line 118, in run
    return self._loop.run_until_complete(task)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/asyncio/base_events.py"", line 654, in run_until_complete
    return future.result()
           ^^^^^^^^^^^^^^^
  File ""/Users/themachine/Desktop/volter-monorepo/packages/lib-volter-ige2/ige2_agents/public/full_one_shot_gen.py"", line 40, in execute
    await one_shot_task
  File ""/Users/themachine/Desktop/volter-monorepo/packages/volter-common/common/sdk/SDK.py"", line 255, in execute_as_task
    response = await agent.execute()
               ^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/themachine/Desktop/volter-monorepo/packages/lib-volter-ige2/ige2_agents/core_agent.py"", line 47, in execute
    raise FixableException(
common.exceptions.FixableException: After 5 attempts to debug, could not create a bug-free game. Still have error Message: Console errors detected in app
Errors:
Type: Console Error
Error loading assets: JSHandle@error
(Occurred 3 times)
---

","['new_prompt_logs/999957_913965_FullOneShotGameGeneration', 'new_prompt_logs/999934_501952_UnknownAgent', 'new_prompt_logs/999933_461702_OneShotCoreAgent', 'new_prompt_logs/999923_519421_UnknownAgent', 'new_prompt_logs/999913_666089_OneShotCoreAgent', 'new_prompt_logs/999911_263280_FullOneShotGameGeneration', 'new_prompt_logs/999873_168141_UnknownAgent', 'new_prompt_logs/999872_884656_OneShotCoreAgent', 'new_prompt_logs/999869_652573_UnknownAgent', 'new_prompt_logs/999864_919481_OneShotCoreAgent']",ladder/infinite_runner_5,https://github.com/volter-ai/volter-monorepo/blob/64158e701716b2c7372ff29357b784e70644def5/packages/lib-volter-ige2/ige2_agents/public/full_one_shot_gen.py,andrew/structure_bench,ige2_game,266.110403,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-12-12 12:35:54,dd69a018-f605-4495-b3d7-1d23c1313802,FullOneShotGameGeneration,infinite_runner,2,failure,"After 5 attempts to debug, could not create a bug-free game. Still have error Message: Console errors detected in app
Errors:
Type: Console Error
Error loading assets: JSHandle@error
(Occurred 4 times)
---
","Traceback (most recent call last):
  File ""/Users/themachine/Desktop/volter-monorepo/packages/lib-volter-ige2/ige2_agents/core_agent.py"", line 43, in execute
    check_app_in_browser(self.sdk.project_directory, verbose=True)
  File ""/Users/themachine/Desktop/volter-monorepo/packages/lib-std-agents/agent_lib/puppeteer_utils.py"", line 257, in check_app_in_browser
    raise PuppeteerException(""Console errors detected in app"", errors)
agent_lib.puppeteer_utils.PuppeteerException: Message: Console errors detected in app
Errors:
Type: Console Error
Error loading assets: JSHandle@error
(Occurred 4 times)
---


During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""/Users/themachine/Desktop/volter-monorepo/packages/volter-bench/utils.py"", line 93, in execute_agent
    asyncio.run(agent.execute())
  File ""/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/asyncio/runners.py"", line 190, in run
    return runner.run(main)
           ^^^^^^^^^^^^^^^^
  File ""/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/asyncio/runners.py"", line 118, in run
    return self._loop.run_until_complete(task)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/asyncio/base_events.py"", line 654, in run_until_complete
    return future.result()
           ^^^^^^^^^^^^^^^
  File ""/Users/themachine/Desktop/volter-monorepo/packages/lib-volter-ige2/ige2_agents/public/full_one_shot_gen.py"", line 40, in execute
    await one_shot_task
  File ""/Users/themachine/Desktop/volter-monorepo/packages/volter-common/common/sdk/SDK.py"", line 255, in execute_as_task
    response = await agent.execute()
               ^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/themachine/Desktop/volter-monorepo/packages/lib-volter-ige2/ige2_agents/core_agent.py"", line 47, in execute
    raise FixableException(
common.exceptions.FixableException: After 5 attempts to debug, could not create a bug-free game. Still have error Message: Console errors detected in app
Errors:
Type: Console Error
Error loading assets: JSHandle@error
(Occurred 4 times)
---

","['new_prompt_logs/999955_593817_FullOneShotGameGeneration', 'new_prompt_logs/999944_205882_UnknownAgent', 'new_prompt_logs/999943_645071_OneShotCoreAgent', 'new_prompt_logs/999921_550397_UnknownAgent', 'new_prompt_logs/999910_898861_OneShotCoreAgent', 'new_prompt_logs/999895_735071_FullOneShotGameGeneration', 'new_prompt_logs/999876_634705_UnknownAgent', 'new_prompt_logs/999875_934203_OneShotCoreAgent', 'new_prompt_logs/999870_579702_UnknownAgent', 'new_prompt_logs/999868_622536_OneShotCoreAgent']",ladder/infinite_runner_2,https://github.com/volter-ai/volter-monorepo/blob/64158e701716b2c7372ff29357b784e70644def5/packages/lib-volter-ige2/ige2_agents/public/full_one_shot_gen.py,andrew/structure_bench,ige2_game,299.116793,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-12-12 12:39:05,96e5c6ca-3879-4b57-9c38-909391d29cbb,FullOneShotGameGeneration,gold_miner,6,failure,game mechanics could not be fixed after 5 tries. We should abandon this gen,"Traceback (most recent call last):
  File ""/Users/themachine/Desktop/volter-monorepo/packages/volter-bench/utils.py"", line 93, in execute_agent
    asyncio.run(agent.execute())
  File ""/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/asyncio/runners.py"", line 190, in run
    return runner.run(main)
           ^^^^^^^^^^^^^^^^
  File ""/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/asyncio/runners.py"", line 118, in run
    return self._loop.run_until_complete(task)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/asyncio/base_events.py"", line 654, in run_until_complete
    return future.result()
           ^^^^^^^^^^^^^^^
  File ""/Users/themachine/Desktop/volter-monorepo/packages/lib-volter-ige2/ige2_agents/public/full_one_shot_gen.py"", line 42, in execute
    await self.sdk.execute_as_task(AutoplayAgent)
  File ""/Users/themachine/Desktop/volter-monorepo/packages/volter-common/common/sdk/SDK.py"", line 255, in execute_as_task
    response = await agent.execute()
               ^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/themachine/Desktop/volter-monorepo/packages/lib-volter-ige2/ige2_agents/autoplay_agent.py"", line 35, in execute
    raise UnfixableException(f""game mechanics could not be fixed after {self.autoplay_loops} tries. We should abandon this gen"")
ige2_agents.autoplay_agent.UnfixableException: game mechanics could not be fixed after 5 tries. We should abandon this gen
","['new_prompt_logs/999951_192835_FullOneShotGameGeneration', 'new_prompt_logs/999932_931066_UnknownAgent', 'new_prompt_logs/999931_832537_OneShotCoreAgent', 'new_prompt_logs/999922_698311_UnknownAgent', 'new_prompt_logs/999917_342867_OneShotCoreAgent', 'new_prompt_logs/999909_850796_FullOneShotGameGeneration', 'new_prompt_logs/999890_159201_UnknownAgent', 'new_prompt_logs/999889_617132_OneShotCoreAgent', 'new_prompt_logs/999888_652389_UnknownAgent', 'new_prompt_logs/999884_263638_OneShotCoreAgent', 'new_prompt_logs/999883_658045_FullOneShotGameGeneration']",ladder/gold_miner_6,https://github.com/volter-ai/volter-monorepo/blob/64158e701716b2c7372ff29357b784e70644def5/packages/lib-volter-ige2/ige2_agents/public/full_one_shot_gen.py,andrew/structure_bench,ige2_game,735.69932,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-12-12 12:40:34,15410957-ce04-40ca-a51d-762e24c376c8,FullOneShotGameGeneration,gold_miner,7,failure,No image was generated for asset asteroid,"Traceback (most recent call last):
  File ""/Users/themachine/Desktop/volter-monorepo/packages/volter-bench/utils.py"", line 93, in execute_agent
    asyncio.run(agent.execute())
  File ""/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/asyncio/runners.py"", line 190, in run
    return runner.run(main)
           ^^^^^^^^^^^^^^^^
  File ""/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/asyncio/runners.py"", line 118, in run
    return self._loop.run_until_complete(task)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/asyncio/base_events.py"", line 654, in run_until_complete
    return future.result()
           ^^^^^^^^^^^^^^^
  File ""/Users/themachine/Desktop/volter-monorepo/packages/lib-volter-ige2/ige2_agents/public/full_one_shot_gen.py"", line 43, in execute
    await self.sdk.execute_as_task(SVGPlaceholderAgent)
  File ""/Users/themachine/Desktop/volter-monorepo/packages/volter-common/common/sdk/SDK.py"", line 255, in execute_as_task
    response = await agent.execute()
               ^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/themachine/Desktop/volter-monorepo/packages/lib-volter-ige2/ige2_agents/svg_placeholder_agent.py"", line 188, in execute
    await self.do_img2img()
  File ""/Users/themachine/Desktop/volter-monorepo/packages/lib-volter-ige2/ige2_agents/svg_placeholder_agent.py"", line 229, in do_img2img
    await generate_all_assets(output, project_dir, base_output_dir)
  File ""/Users/themachine/Desktop/volter-monorepo/packages/lib-volter-ige2/ige2_agents/svg_placeholder_agent.py"", line 436, in generate_all_assets
    generated_paths = await asyncio.gather(*tasks)
                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/themachine/Desktop/volter-monorepo/packages/lib-volter-ige2/ige2_agents/svg_placeholder_agent.py"", line 394, in generate_single_asset
    raise RuntimeError(f""No image was generated for asset {asset_spec.asset_id}"")
RuntimeError: No image was generated for asset asteroid
","['new_prompt_logs/999956_200073_FullOneShotGameGeneration', 'new_prompt_logs/999942_905255_UnknownAgent', 'new_prompt_logs/999941_755429_OneShotCoreAgent', 'new_prompt_logs/999927_469090_UnknownAgent', 'new_prompt_logs/999920_957376_OneShotCoreAgent', 'new_prompt_logs/999905_941605_FullOneShotGameGeneration', 'new_prompt_logs/999887_330388_UnknownAgent', 'new_prompt_logs/999886_909235_OneShotCoreAgent', 'new_prompt_logs/999885_724351_UnknownAgent', 'new_prompt_logs/999858_590591_OneShotCoreAgent', 'new_prompt_logs/999839_353230_FullOneShotGameGeneration']",ladder/gold_miner_7,https://github.com/volter-ai/volter-monorepo/blob/64158e701716b2c7372ff29357b784e70644def5/packages/lib-volter-ige2/ige2_agents/public/full_one_shot_gen.py,andrew/structure_bench,ige2_game,806.608446,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-12-12 12:40:36,cba3fbfd-a934-4315-9cb7-20a211408d01,FullOneShotGameGeneration,infinite_runner,7,failure,"After 5 attempts to debug, could not create a bug-free game. Still have error Message: Console errors detected in app
Errors:
Type: Console Error
Failed to save game logs: JSHandle@error
---
","Traceback (most recent call last):
  File ""/Users/themachine/Desktop/volter-monorepo/packages/lib-volter-ige2/ige2_agents/autoplay_implementation_agent.py"", line 42, in execute
    check_app_in_browser(self.sdk.project_directory, path=""/?debug=true&ai=true"", verbose=True, to_click=False)
  File ""/Users/themachine/Desktop/volter-monorepo/packages/lib-std-agents/agent_lib/puppeteer_utils.py"", line 257, in check_app_in_browser
    raise PuppeteerException(""Console errors detected in app"", errors)
agent_lib.puppeteer_utils.PuppeteerException: Message: Console errors detected in app
Errors:
Type: Console Error
Failed to save game logs: JSHandle@error
---


During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""/Users/themachine/Desktop/volter-monorepo/packages/volter-bench/utils.py"", line 93, in execute_agent
    asyncio.run(agent.execute())
  File ""/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/asyncio/runners.py"", line 190, in run
    return runner.run(main)
           ^^^^^^^^^^^^^^^^
  File ""/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/asyncio/runners.py"", line 118, in run
    return self._loop.run_until_complete(task)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/asyncio/base_events.py"", line 654, in run_until_complete
    return future.result()
           ^^^^^^^^^^^^^^^
  File ""/Users/themachine/Desktop/volter-monorepo/packages/lib-volter-ige2/ige2_agents/public/full_one_shot_gen.py"", line 41, in execute
    await self.sdk.execute_as_task(AutoplayImplementationAgent)
  File ""/Users/themachine/Desktop/volter-monorepo/packages/volter-common/common/sdk/SDK.py"", line 255, in execute_as_task
    response = await agent.execute()
               ^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/themachine/Desktop/volter-monorepo/packages/lib-volter-ige2/ige2_agents/autoplay_implementation_agent.py"", line 46, in execute
    raise FixableException(
common.exceptions.FixableException: After 5 attempts to debug, could not create a bug-free game. Still have error Message: Console errors detected in app
Errors:
Type: Console Error
Failed to save game logs: JSHandle@error
---

","['new_prompt_logs/999958_399814_FullOneShotGameGeneration', 'new_prompt_logs/999946_135619_UnknownAgent', 'new_prompt_logs/999945_234343_OneShotCoreAgent', 'new_prompt_logs/999928_303595_UnknownAgent', 'new_prompt_logs/999912_804031_OneShotCoreAgent', 'new_prompt_logs/999908_384375_FullOneShotGameGeneration', 'new_prompt_logs/999857_672116_UnknownAgent', 'new_prompt_logs/999856_981532_OneShotCoreAgent', 'new_prompt_logs/999853_239549_UnknownAgent', 'new_prompt_logs/999844_233977_OneShotCoreAgent', 'new_prompt_logs/999835_393602_FullOneShotGameGeneration']",ladder/infinite_runner_7,https://github.com/volter-ai/volter-monorepo/blob/64158e701716b2c7372ff29357b784e70644def5/packages/lib-volter-ige2/ige2_agents/public/full_one_shot_gen.py,andrew/structure_bench,ige2_game,356.593373,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-12-12 12:41:48,5612ce88-d049-4d42-bb72-c9a074e55c57,FullOneShotGameGeneration,infinite_runner,6,success,,,"['new_prompt_logs/999957_113551_FullOneShotGameGeneration', 'new_prompt_logs/999948_975314_UnknownAgent', 'new_prompt_logs/999947_275926_OneShotCoreAgent', 'new_prompt_logs/999930_985629_UnknownAgent', 'new_prompt_logs/999915_577173_OneShotCoreAgent', 'new_prompt_logs/999906_532668_FullOneShotGameGeneration', 'new_prompt_logs/999867_703424_UnknownAgent', 'new_prompt_logs/999866_101501_OneShotCoreAgent', 'new_prompt_logs/999865_834967_UnknownAgent', 'new_prompt_logs/999861_445197_OneShotCoreAgent', 'new_prompt_logs/999854_784851_FullOneShotGameGeneration']",ladder/infinite_runner_6,https://github.com/volter-ai/volter-monorepo/blob/64158e701716b2c7372ff29357b784e70644def5/packages/lib-volter-ige2/ige2_agents/public/full_one_shot_gen.py,andrew/structure_bench,ige2_game,596.325398,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-12-12 12:43:14,8b212e9e-e14c-4317-a264-b4b78d3fd98e,FullOneShotGameGeneration,pong,4,failure,"After 5 attempts to debug, could not create a bug-free game. Still have error Message: Console errors detected in app
Errors:
Type: Uncaught Exception
Cannot read properties of undefined (reading 'path')
http://localhost:36818/static/js/main.85d2c25a.js:2:565596
---
","Traceback (most recent call last):
  File ""/Users/themachine/Desktop/volter-monorepo/packages/lib-volter-ige2/ige2_agents/core_agent.py"", line 43, in execute
    check_app_in_browser(self.sdk.project_directory, verbose=True)
  File ""/Users/themachine/Desktop/volter-monorepo/packages/lib-std-agents/agent_lib/puppeteer_utils.py"", line 257, in check_app_in_browser
    raise PuppeteerException(""Console errors detected in app"", errors)
agent_lib.puppeteer_utils.PuppeteerException: Message: Console errors detected in app
Errors:
Type: Uncaught Exception
Cannot read properties of undefined (reading 'path')
http://localhost:36818/static/js/main.85d2c25a.js:2:565596
---


During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""/Users/themachine/Desktop/volter-monorepo/packages/volter-bench/utils.py"", line 93, in execute_agent
    asyncio.run(agent.execute())
  File ""/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/asyncio/runners.py"", line 190, in run
    return runner.run(main)
           ^^^^^^^^^^^^^^^^
  File ""/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/asyncio/runners.py"", line 118, in run
    return self._loop.run_until_complete(task)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/asyncio/base_events.py"", line 654, in run_until_complete
    return future.result()
           ^^^^^^^^^^^^^^^
  File ""/Users/themachine/Desktop/volter-monorepo/packages/lib-volter-ige2/ige2_agents/public/full_one_shot_gen.py"", line 40, in execute
    await one_shot_task
  File ""/Users/themachine/Desktop/volter-monorepo/packages/volter-common/common/sdk/SDK.py"", line 255, in execute_as_task
    response = await agent.execute()
               ^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/themachine/Desktop/volter-monorepo/packages/lib-volter-ige2/ige2_agents/core_agent.py"", line 47, in execute
    raise FixableException(
common.exceptions.FixableException: After 5 attempts to debug, could not create a bug-free game. Still have error Message: Console errors detected in app
Errors:
Type: Uncaught Exception
Cannot read properties of undefined (reading 'path')
http://localhost:36818/static/js/main.85d2c25a.js:2:565596
---

","['new_prompt_logs/999951_192835_FullOneShotGameGeneration', 'new_prompt_logs/999932_931066_UnknownAgent', 'new_prompt_logs/999931_832537_OneShotCoreAgent', 'new_prompt_logs/999922_698311_UnknownAgent', 'new_prompt_logs/999917_342867_OneShotCoreAgent', 'new_prompt_logs/999909_850796_FullOneShotGameGeneration', 'new_prompt_logs/999890_159201_UnknownAgent', 'new_prompt_logs/999889_617132_OneShotCoreAgent', 'new_prompt_logs/999888_652389_UnknownAgent', 'new_prompt_logs/999884_263638_OneShotCoreAgent', 'new_prompt_logs/999883_658045_FullOneShotGameGeneration', 'new_prompt_logs/999830_718360_UnknownAgent', 'new_prompt_logs/999829_652578_OneShotCoreAgent', 'new_prompt_logs/999828_234409_UnknownAgent', 'new_prompt_logs/999827_326973_OneShotCoreAgent']",ladder/pong_4,https://github.com/volter-ai/volter-monorepo/blob/64158e701716b2c7372ff29357b784e70644def5/packages/lib-volter-ige2/ige2_agents/public/full_one_shot_gen.py,andrew/structure_bench,ige2_game,245.356403,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-12-12 12:43:31,0a0b244e-1585-4d1e-bfb8-27fc026e84c3,FullOneShotGameGeneration,infinite_runner,4,success,,,"['new_prompt_logs/999953_965119_FullOneShotGameGeneration', 'new_prompt_logs/999936_714938_UnknownAgent', 'new_prompt_logs/999935_232011_OneShotCoreAgent', 'new_prompt_logs/999925_225608_UnknownAgent', 'new_prompt_logs/999916_322510_OneShotCoreAgent', 'new_prompt_logs/999907_756069_FullOneShotGameGeneration', 'new_prompt_logs/999878_239261_UnknownAgent', 'new_prompt_logs/999877_963231_OneShotCoreAgent', 'new_prompt_logs/999871_875509_UnknownAgent', 'new_prompt_logs/999862_212402_OneShotCoreAgent', 'new_prompt_logs/999848_545528_FullOneShotGameGeneration']",ladder/infinite_runner_4,https://github.com/volter-ai/volter-monorepo/blob/64158e701716b2c7372ff29357b784e70644def5/packages/lib-volter-ige2/ige2_agents/public/full_one_shot_gen.py,andrew/structure_bench,ige2_game,746.983241,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-12-12 12:43:33,3ec43302-5c86-49da-8ee9-1e5f71e5f651,FullOneShotGameGeneration,infinite_runner,3,success,,,"['new_prompt_logs/999952_122685_FullOneShotGameGeneration', 'new_prompt_logs/999938_128010_UnknownAgent', 'new_prompt_logs/999937_575737_OneShotCoreAgent', 'new_prompt_logs/999924_295686_UnknownAgent', 'new_prompt_logs/999918_345843_OneShotCoreAgent', 'new_prompt_logs/999903_940217_FullOneShotGameGeneration', 'new_prompt_logs/999899_670814_UnknownAgent', 'new_prompt_logs/999898_856781_OneShotCoreAgent', 'new_prompt_logs/999896_444242_UnknownAgent', 'new_prompt_logs/999893_502906_OneShotCoreAgent', 'new_prompt_logs/999892_380043_FullOneShotGameGeneration', 'new_prompt_logs/999880_797346_UnknownAgent', 'new_prompt_logs/999879_699208_OneShotCoreAgent', 'new_prompt_logs/999874_239839_UnknownAgent', 'new_prompt_logs/999863_106529_OneShotCoreAgent', 'new_prompt_logs/999850_725935_FullOneShotGameGeneration']",ladder/infinite_runner_3,https://github.com/volter-ai/volter-monorepo/blob/64158e701716b2c7372ff29357b784e70644def5/packages/lib-volter-ige2/ige2_agents/public/full_one_shot_gen.py,andrew/structure_bench,ige2_game,758.080315,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-12-12 12:45:38,9c36783e-4c1c-4dd4-a5d2-1b4f80025152,FullOneShotGameGeneration,pong,2,success,,,"['new_prompt_logs/999957_913965_FullOneShotGameGeneration', 'new_prompt_logs/999934_501952_UnknownAgent', 'new_prompt_logs/999933_461702_OneShotCoreAgent', 'new_prompt_logs/999923_519421_UnknownAgent', 'new_prompt_logs/999913_666089_OneShotCoreAgent', 'new_prompt_logs/999911_263280_FullOneShotGameGeneration', 'new_prompt_logs/999873_168141_UnknownAgent', 'new_prompt_logs/999872_884656_OneShotCoreAgent', 'new_prompt_logs/999869_652573_UnknownAgent', 'new_prompt_logs/999864_919481_OneShotCoreAgent', 'new_prompt_logs/999847_386191_FullOneShotGameGeneration', 'new_prompt_logs/999846_272803_UnknownAgent', 'new_prompt_logs/999845_243970_OneShotCoreAgent', 'new_prompt_logs/999842_810914_UnknownAgent', 'new_prompt_logs/999836_182671_OneShotCoreAgent', 'new_prompt_logs/999833_309102_FullOneShotGameGeneration']",ladder/pong_2,https://github.com/volter-ai/volter-monorepo/blob/64158e701716b2c7372ff29357b784e70644def5/packages/lib-volter-ige2/ige2_agents/public/full_one_shot_gen.py,andrew/structure_bench,ige2_game,605.39269,,gpt-4o,claude-3-5-sonnet-20240620,gpt-4o-mini,claude-3-5-sonnet-20241022
