timestamp,run_id,agent_id,ladder,run,status,error,traceback,logs,project_directory,commit_url,branch_name,project_type,override_model,strong_completion_model,base_chat_completion_model,fast_chat_completion_model,strong_coding_completion_model
2024-11-24 14:20:43,ca84eb64-8a9e-4cc3-b389-2d4fb08ff5b1,OneShotCoreAgent,creature_battler_03,4,success,,,['new_prompt_logs/999996_486117_OneShotCoreAgent'],ladder/creature_battler_03_4/main_game,https://github.com/volter-ai/volter-monorepo/blob/56402a10c221054e51d056dcd5527a7d81e5b82c/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,main,mge2_game,,gpt-4o,gpt-4o,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-11-24 14:20:45,ea01d6a3-ae4d-4272-add4-81277562c53f,OneShotCoreAgent,creature_battler_01,7,success,,,['new_prompt_logs/999998_728307_OneShotCoreAgent'],ladder/creature_battler_01_7/main_game,https://github.com/volter-ai/volter-monorepo/blob/56402a10c221054e51d056dcd5527a7d81e5b82c/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,main,mge2_game,,gpt-4o,gpt-4o,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-11-24 14:20:54,1814ed72-179d-4c56-b0e0-2ef0be78dddd,OneShotCoreAgent,creature_battler_02,5,success,,,['new_prompt_logs/999998_903588_OneShotCoreAgent'],ladder/creature_battler_02_5/main_game,https://github.com/volter-ai/volter-monorepo/blob/56402a10c221054e51d056dcd5527a7d81e5b82c/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,main,mge2_game,,gpt-4o,gpt-4o,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-11-24 14:20:57,88455ea7-8596-468d-bcf1-4e1b9057258b,OneShotCoreAgent,creature_battler_02,7,success,,,['new_prompt_logs/999995_107401_OneShotCoreAgent'],ladder/creature_battler_02_7/main_game,https://github.com/volter-ai/volter-monorepo/blob/56402a10c221054e51d056dcd5527a7d81e5b82c/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,main,mge2_game,,gpt-4o,gpt-4o,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-11-24 14:21:01,0d27d11a-2f6f-42b4-ad59-e39d775e7001,OneShotCoreAgent,creature_battler_02,6,success,,,['new_prompt_logs/999994_494411_OneShotCoreAgent'],ladder/creature_battler_02_6/main_game,https://github.com/volter-ai/volter-monorepo/blob/56402a10c221054e51d056dcd5527a7d81e5b82c/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,main,mge2_game,,gpt-4o,gpt-4o,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-11-24 14:21:01,1ecf962b-c01e-41c5-87ed-ee6d21095068,OneShotCoreAgent,creature_battler_03,5,success,,,['new_prompt_logs/999999_569653_OneShotCoreAgent'],ladder/creature_battler_03_5/main_game,https://github.com/volter-ai/volter-monorepo/blob/56402a10c221054e51d056dcd5527a7d81e5b82c/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,main,mge2_game,,gpt-4o,gpt-4o,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-11-24 14:21:32,6a986739-cc7c-41a1-b900-492451b74ede,OneShotCoreAgent,creature_battler_03,2,success,,,['new_prompt_logs/999991_436174_OneShotCoreAgent'],ladder/creature_battler_03_2/main_game,https://github.com/volter-ai/volter-monorepo/blob/56402a10c221054e51d056dcd5527a7d81e5b82c/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,main,mge2_game,,gpt-4o,gpt-4o,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-11-24 14:21:43,6102bedc-8b97-48a1-9dc5-631c375e46cd,OneShotCoreAgent,creature_battler_03,1,success,,,['new_prompt_logs/999992_964432_OneShotCoreAgent'],ladder/creature_battler_03_1/main_game,https://github.com/volter-ai/volter-monorepo/blob/56402a10c221054e51d056dcd5527a7d81e5b82c/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,main,mge2_game,,gpt-4o,gpt-4o,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-11-24 14:22:02,49cca77d-6e7a-450c-9626-46ae77e745c0,OneShotCoreAgent,creature_battler_03,6,success,,,['new_prompt_logs/999993_445303_OneShotCoreAgent'],ladder/creature_battler_03_6/main_game,https://github.com/volter-ai/volter-monorepo/blob/56402a10c221054e51d056dcd5527a7d81e5b82c/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,main,mge2_game,,gpt-4o,gpt-4o,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-11-24 14:22:17,f2e990fc-bb5e-4f93-9459-0d22f7d4fd4d,OneShotCoreAgent,creature_battler_03,7,success,,,['new_prompt_logs/999997_784163_OneShotCoreAgent'],ladder/creature_battler_03_7/main_game,https://github.com/volter-ai/volter-monorepo/blob/56402a10c221054e51d056dcd5527a7d81e5b82c/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,main,mge2_game,,gpt-4o,gpt-4o,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-11-24 14:22:31,e34020bf-14da-4a7e-bc9d-fb5415567b3e,OneShotCoreAgent,creature_battler_04,1,success,,,['new_prompt_logs/999996_486117_OneShotCoreAgent'],ladder/creature_battler_04_1/main_game,https://github.com/volter-ai/volter-monorepo/blob/56402a10c221054e51d056dcd5527a7d81e5b82c/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,main,mge2_game,,gpt-4o,gpt-4o,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-11-24 14:22:31,03285581-2f60-460e-a64b-c84ad72f2b4b,OneShotCoreAgent,creature_battler_04,3,success,,,['new_prompt_logs/999998_903588_OneShotCoreAgent'],ladder/creature_battler_04_3/main_game,https://github.com/volter-ai/volter-monorepo/blob/56402a10c221054e51d056dcd5527a7d81e5b82c/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,main,mge2_game,,gpt-4o,gpt-4o,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-11-24 14:22:44,d1d51c5f-7548-4bc7-a62d-1ef676f3ef98,OneShotCoreAgent,creature_battler_04,5,success,,,['new_prompt_logs/999994_494411_OneShotCoreAgent'],ladder/creature_battler_04_5/main_game,https://github.com/volter-ai/volter-monorepo/blob/56402a10c221054e51d056dcd5527a7d81e5b82c/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,main,mge2_game,,gpt-4o,gpt-4o,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-11-24 14:23:15,33116c92-f178-4ed1-b66b-043288428296,OneShotCoreAgent,creature_battler_04,6,success,,,['new_prompt_logs/999999_569653_OneShotCoreAgent'],ladder/creature_battler_04_6/main_game,https://github.com/volter-ai/volter-monorepo/blob/56402a10c221054e51d056dcd5527a7d81e5b82c/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,main,mge2_game,,gpt-4o,gpt-4o,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-11-24 14:23:20,741b9396-8893-40d0-9730-0b79587d4391,OneShotCoreAgent,creature_battler_04,7,success,,,['new_prompt_logs/999991_436174_OneShotCoreAgent'],ladder/creature_battler_04_7/main_game,https://github.com/volter-ai/volter-monorepo/blob/56402a10c221054e51d056dcd5527a7d81e5b82c/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,main,mge2_game,,gpt-4o,gpt-4o,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-11-24 14:23:22,1f31b657-2096-4f35-a06c-deac8c3c9f0c,OneShotCoreAgent,creature_battler_04,2,success,,,['new_prompt_logs/999998_728307_OneShotCoreAgent'],ladder/creature_battler_04_2/main_game,https://github.com/volter-ai/volter-monorepo/blob/56402a10c221054e51d056dcd5527a7d81e5b82c/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,main,mge2_game,,gpt-4o,gpt-4o,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-11-24 14:23:41,7b156935-a458-4bd1-872f-9eda225a7da0,OneShotCoreAgent,creature_battler_05,2,success,,,['new_prompt_logs/999993_445303_OneShotCoreAgent'],ladder/creature_battler_05_2/main_game,https://github.com/volter-ai/volter-monorepo/blob/56402a10c221054e51d056dcd5527a7d81e5b82c/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,main,mge2_game,,gpt-4o,gpt-4o,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-11-24 14:24:25,c96864c2-8d18-46da-90aa-61e55dfacac8,OneShotCoreAgent,creature_battler_05,4,success,,,['new_prompt_logs/999996_486117_OneShotCoreAgent'],ladder/creature_battler_05_4/main_game,https://github.com/volter-ai/volter-monorepo/blob/56402a10c221054e51d056dcd5527a7d81e5b82c/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,main,mge2_game,,gpt-4o,gpt-4o,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-11-24 14:24:37,0dfb21a9-ff94-43e3-a684-617d7e074f1e,OneShotCoreAgent,creature_battler_04,4,success,,,['new_prompt_logs/999995_107401_OneShotCoreAgent'],ladder/creature_battler_04_4/main_game,https://github.com/volter-ai/volter-monorepo/blob/56402a10c221054e51d056dcd5527a7d81e5b82c/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,main,mge2_game,,gpt-4o,gpt-4o,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-11-24 14:24:39,6ffbbe2c-7728-47cc-b021-0c908953aa2a,OneShotCoreAgent,creature_battler_05,3,success,,,['new_prompt_logs/999997_784163_OneShotCoreAgent'],ladder/creature_battler_05_3/main_game,https://github.com/volter-ai/volter-monorepo/blob/56402a10c221054e51d056dcd5527a7d81e5b82c/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,main,mge2_game,,gpt-4o,gpt-4o,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-11-24 14:24:43,ae43244c-3a4a-4dfc-ab41-d920bfab0455,OneShotCoreAgent,creature_battler_05,1,success,,,['new_prompt_logs/999992_964432_OneShotCoreAgent'],ladder/creature_battler_05_1/main_game,https://github.com/volter-ai/volter-monorepo/blob/56402a10c221054e51d056dcd5527a7d81e5b82c/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,main,mge2_game,,gpt-4o,gpt-4o,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-11-24 14:25:35,5fc2beb4-0eb3-4306-8e86-956dd90fbab8,OneShotCoreAgent,creature_battler_05,6,success,,,['new_prompt_logs/999994_494411_OneShotCoreAgent'],ladder/creature_battler_05_6/main_game,https://github.com/volter-ai/volter-monorepo/blob/56402a10c221054e51d056dcd5527a7d81e5b82c/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,main,mge2_game,,gpt-4o,gpt-4o,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-11-24 14:25:53,9ffea71e-fa7d-4b32-9b0a-feb709df583d,OneShotCoreAgent,creature_battler_05,7,success,,,['new_prompt_logs/999999_569653_OneShotCoreAgent'],ladder/creature_battler_05_7/main_game,https://github.com/volter-ai/volter-monorepo/blob/56402a10c221054e51d056dcd5527a7d81e5b82c/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,main,mge2_game,,gpt-4o,gpt-4o,gpt-4o-mini,claude-3-5-sonnet-20241022
2024-11-24 14:27:11,5a677350-08b2-409a-ba9e-5fdd1b02f395,OneShotCoreAgent,creature_battler_05,5,success,,,['new_prompt_logs/999998_903588_OneShotCoreAgent'],ladder/creature_battler_05_5/main_game,https://github.com/volter-ai/volter-monorepo/blob/56402a10c221054e51d056dcd5527a7d81e5b82c/packages/lib-volter-mge2/mge_agents/internal/one_shot_gen/one_shot_core.py,main,mge2_game,,gpt-4o,gpt-4o,gpt-4o-mini,claude-3-5-sonnet-20241022
